Student ID,Age,Gender,Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Scholarship holder,HS GPA,Test Score,Family Income,First Gen,Financial Aid,Credits Attempted,Credits Completed,First Sem GPA,Attendance Rate,Extracurriculars,On-Campus,Work Hours,Mental Health,Advisor Meetings,Study Hours,Age at enrollment,Unemployment rate,Inflation rate,GDP,Target
147,20,Female,1,1,4,11,1,1,1,10,14,10,10,1,0,0,1,0,3.3,86,43609,No,14887,16,12,1.1,96,1,No,19,4,5,9,19,7.6,2.6,0.32,1
148,43,Female,1,8,1,11,1,1,1,1,27,10,11,1,0,0,1,0,3.7,65,110767,No,3033,15,9,1.3,96,0,No,27,10,0,11,20,7.6,2.6,0.32,1
149,41,Male,1,1,1,9,1,1,1,3,14,3,11,0,0,0,1,0,3.1,89,89675,No,19110,13,6,2.6,88,2,Yes,10,3,2,34,18,13.9,-0.3,0.79,0
150,39,Other,1,1,1,12,1,1,1,1,14,10,10,0,0,0,1,1,3.9,88,61674,No,7478,12,11,3.4,74,5,Yes,11,8,0,25,20,11.1,0.6,2.02,0
151,35,Male,1,1,1,2,1,1,1,3,27,3,9,1,0,0,1,0,3.9,56,127829,No,13985,12,11,0.3,98,2,Yes,27,7,3,24,18,9.4,-0.8,-3.12,1
152,22,Female,1,1,1,6,1,1,1,1,28,5,8,0,0,0,1,0,2.6,70,81972,No,16315,9,4,1.1,83,2,Yes,27,3,5,7,19,7.6,2.6,0.32,1
153,26,Male,1,8,1,16,1,1,1,23,28,8,7,1,0,0,1,0,2.3,77,43331,No,5254,11,8,2.4,87,3,No,6,5,3,14,18,9.4,-0.8,-3.12,0
154,37,Male,1,1,1,16,1,1,1,22,27,10,10,1,0,0,1,0,2.7,50,66136,No,22389,16,4,0.8,81,2,No,7,5,2,10,18,7.6,2.6,0.32,1
155,45,Male,1,14,1,16,1,1,1,3,27,3,6,1,0,0,1,0,2.4,59,121028,No,19752,11,2,3.4,96,4,Yes,6,5,1,12,21,9.4,-0.8,-3.12,1
156,23,Male,1,1,1,16,1,1,1,23,27,7,7,0,0,0,1,0,3.5,90,146812,No,22627,18,3,2.8,68,1,Yes,11,3,3,6,19,7.6,2.6,0.32,1
157,25,Other,1,1,1,9,1,1,1,23,28,10,10,0,0,0,1,1,2.1,85,33079,No,17147,13,8,0.6,80,2,Yes,30,7,0,26,18,12.4,0.5,1.79,1
158,30,Other,1,8,2,10,1,1,1,1,27,8,10,1,0,0,1,1,2.1,65,145116,No,11854,11,6,1.1,97,2,No,25,10,0,16,18,12.7,3.7,-1.7,1
159,38,Male,1,1,3,10,1,1,1,13,1,10,11,1,0,0,1,0,3.4,95,43599,No,13091,10,1,1.9,95,5,No,7,5,4,20,20,9.4,-0.8,-3.12,1
160,38,Other,1,12,1,3,0,1,1,1,14,7,9,0,0,0,1,1,2.3,90,120847,No,24628,16,13,2.3,94,2,No,12,9,3,28,24,11.1,0.6,2.02,0
161,38,Other,1,1,1,14,1,1,1,13,1,5,2,0,0,0,1,0,3.9,90,137607,No,12871,12,10,1.6,88,4,Yes,5,10,1,18,19,10.8,1.4,1.74,0
162,20,Other,1,1,1,12,1,1,1,13,27,10,8,1,0,0,1,1,4,65,78631,No,1191,16,11,2.7,79,5,Yes,13,2,3,26,18,15.5,2.8,-4.06,1
163,30,Male,1,1,2,12,1,1,1,13,14,10,10,1,0,0,1,0,2.5,52,46453,No,22967,15,0,0.1,94,5,Yes,17,3,3,18,18,15.5,2.8,-4.06,1
164,34,Male,1,8,5,16,1,1,1,10,10,5,5,1,0,0,1,0,4,90,101234,No,7572,12,0,1.4,64,4,No,12,7,3,37,21,10.8,1.4,1.74,1
165,40,Female,1,8,2,14,1,1,1,1,14,6,5,0,0,0,1,0,2.2,85,149369,No,255,10,5,4,98,4,Yes,16,6,2,38,19,7.6,2.6,0.32,0
166,35,Other,1,8,1,15,1,1,1,13,27,8,8,0,0,0,1,1,2.3,66,56770,No,21582,17,2,3.4,60,1,No,17,2,2,39,19,15.5,2.8,-4.06,1
167,27,Female,3,12,1,4,1,1,1,1,27,7,7,0,0,1,1,0,3,75,79943,Yes,969,16,10,4,93,3,No,7,10,5,18,47,8.9,1.4,3.51,0
168,45,Female,1,8,3,10,1,1,1,13,14,8,9,0,0,0,1,0,2.8,94,50261,Yes,22547,14,2,3.8,85,4,Yes,3,9,4,19,19,13.9,-0.3,0.79,0
169,30,Female,1,12,1,12,1,3,1,2,2,2,2,0,0,0,1,0,3.4,58,44335,No,22400,13,11,4,74,1,No,22,10,5,19,29,12.7,3.7,-1.7,0
170,21,Female,1,14,1,10,1,1,1,13,14,5,9,1,0,0,1,0,2.3,68,135254,No,1926,9,0,4,69,1,No,7,5,4,39,21,16.2,0.3,-0.92,1
171,25,Female,1,12,1,6,1,1,1,22,14,10,8,1,0,0,1,0,3.3,68,75483,No,18022,16,0,1.1,94,2,Yes,9,10,2,7,28,12.7,3.7,-1.7,1
172,45,Female,1,8,2,13,1,1,1,22,27,4,11,0,0,0,1,0,3.9,91,141806,No,18273,11,8,3.5,96,3,No,14,2,2,26,20,15.5,2.8,-4.06,0
173,28,Male,1,8,1,12,1,1,1,2,28,5,6,1,0,0,1,0,2.6,59,68979,No,19385,15,5,0.9,99,4,No,4,8,0,27,19,7.6,2.6,0.32,1
174,18,Male,1,13,1,3,0,1,1,13,2,5,7,0,0,0,1,0,2.3,56,82703,No,344,13,2,0.8,92,4,No,28,2,2,29,26,9.4,-0.8,-3.12,1
175,29,Male,1,8,2,11,1,1,1,22,27,10,9,1,0,1,0,0,2.9,72,20691,No,14560,11,1,2.4,61,1,No,13,9,2,21,20,11.1,0.6,2.02,1
176,40,Male,1,1,1,14,1,1,1,22,27,10,10,1,0,0,1,1,2.6,62,79341,No,22682,16,15,2.3,90,1,Yes,24,9,1,13,18,7.6,2.6,0.32,0
177,23,Male,1,12,1,16,1,1,1,22,14,10,6,0,0,0,1,0,3.3,68,115459,No,14858,18,5,3.4,81,2,Yes,7,5,3,32,27,7.6,2.6,0.32,1
178,43,Other,1,1,2,12,1,1,1,19,24,12,12,1,0,0,1,0,2.9,80,117546,No,598,17,1,2.9,62,4,No,4,4,2,9,20,7.6,2.6,0.32,1
179,21,Female,1,1,5,16,1,1,1,22,14,10,6,1,0,0,1,0,2.5,94,67312,No,11517,12,4,0.4,91,2,No,12,5,3,12,18,9.4,-0.8,-3.12,1
180,30,Female,1,4,1,12,1,3,1,1,1,10,6,0,0,0,1,0,2.3,77,94164,No,24725,18,15,2.8,66,2,Yes,6,5,5,29,33,16.2,0.3,-0.92,1
181,27,Other,1,14,1,16,1,1,1,3,1,4,4,1,0,0,1,0,4,59,62858,No,7479,18,16,1.7,64,1,No,1,2,3,9,35,12.4,0.5,1.79,1
182,25,Male,1,15,1,17,0,14,1,22,14,10,9,0,0,0,1,1,3.3,79,91245,No,21761,16,0,2.9,97,2,No,0,4,0,15,26,9.4,-0.8,-3.12,1
183,18,Other,1,12,1,15,1,12,1,13,14,4,5,0,0,1,0,0,2.9,80,62637,No,17679,17,11,1.8,67,4,Yes,1,6,5,27,27,11.1,0.6,2.02,1
184,42,Male,1,9,3,5,1,1,1,1,27,6,6,1,0,0,0,0,3.4,78,67830,No,5325,16,3,3.1,72,3,Yes,27,8,2,19,19,15.5,2.8,-4.06,1
185,44,Male,1,8,2,11,1,1,1,1,14,5,7,0,0,0,1,0,3.9,97,64130,No,20322,16,15,1.3,80,5,Yes,10,6,1,22,20,11.1,0.6,2.02,0
186,27,Other,1,9,2,9,1,1,1,3,3,6,8,1,0,1,0,0,4,64,33349,No,4155,16,6,0.4,98,3,No,4,9,3,36,20,10.8,1.4,1.74,1
187,33,Female,1,14,1,10,1,1,1,1,27,6,10,0,0,1,0,0,3.5,58,39310,No,13802,16,10,2.5,84,0,Yes,8,4,5,28,21,9.4,-0.8,-3.12,1
188,41,Male,1,8,3,12,1,1,1,23,1,10,5,1,0,0,1,1,3.5,57,114995,No,13086,10,9,0.7,76,1,Yes,6,4,2,32,18,7.6,2.6,0.32,1
189,29,Female,1,12,1,6,1,1,1,1,14,10,10,1,0,0,1,0,2.4,75,111309,No,22120,16,10,0.4,71,4,No,16,10,2,36,24,8.9,1.4,3.51,1
190,32,Other,1,8,4,5,1,1,1,1,3,5,2,1,0,0,1,0,2.5,74,110648,No,2284,18,2,2,83,0,Yes,18,6,0,14,20,16.2,0.3,-0.92,1
191,27,Female,1,1,1,11,1,1,1,13,28,10,9,0,0,0,1,1,3.7,80,128398,Yes,14964,12,7,3.7,80,4,Yes,13,5,1,33,21,13.9,-0.3,0.79,1
192,33,Other,1,1,1,3,0,1,1,1,27,8,4,0,0,0,1,0,3.7,92,87309,No,17809,10,7,2.5,77,3,Yes,28,2,5,18,23,9.4,-0.8,-3.12,0
193,43,Female,1,12,1,9,1,1,1,10,3,5,4,1,0,0,1,0,3.6,50,76932,No,493,9,8,2.7,77,5,No,8,10,0,12,24,7.6,2.6,0.32,0
194,36,Female,1,16,1,16,1,1,1,1,1,5,11,0,0,0,1,0,3.3,77,144558,No,12736,16,13,0.7,99,0,Yes,23,4,0,21,21,12.4,0.5,1.79,1
195,25,Female,1,1,4,12,1,1,1,23,28,10,9,1,0,0,1,0,2.7,80,83645,No,6407,10,10,2.5,87,4,No,27,5,2,6,18,12.7,3.7,-1.7,1
196,34,Other,1,12,1,17,0,15,1,13,1,4,5,1,0,0,1,0,3.8,78,84077,No,11523,18,17,2.6,94,0,No,26,3,1,13,27,8.9,1.4,3.51,1
197,31,Other,1,9,6,12,1,1,1,22,27,6,6,1,0,0,1,0,2.2,72,42367,No,203,10,1,3.9,81,4,No,10,10,1,38,18,9.4,-0.8,-3.12,0
198,18,Male,1,4,1,7,1,3,1,3,2,3,3,0,0,0,1,0,2.8,84,104196,No,9464,18,0,0,80,4,Yes,14,8,5,40,35,13.9,-0.3,0.79,1
199,44,Female,1,1,1,16,1,1,1,13,14,4,9,0,0,0,1,0,2.6,65,83729,No,24881,14,7,0.8,63,4,No,11,3,0,34,18,11.1,0.6,2.02,1
200,30,Female,1,12,1,12,1,1,1,1,3,28,19,0,0,0,1,0,2.5,74,138441,No,19773,13,5,2.7,64,0,Yes,0,1,3,17,35,11.1,0.6,2.02,1
201,20,Other,1,1,1,6,1,1,1,1,1,5,8,1,0,0,1,0,3.9,69,122849,No,3999,15,6,2.4,78,5,No,27,5,1,36,19,10.8,1.4,1.74,1
202,37,Female,1,1,4,10,1,1,1,13,14,5,1,1,0,0,1,0,3.7,64,86397,No,8490,16,8,2.5,64,3,No,28,6,3,29,20,7.6,2.6,0.32,1
203,45,Other,1,1,4,12,1,1,1,13,14,8,8,1,0,0,1,0,3.2,61,75666,No,18895,15,4,3.7,79,2,Yes,22,6,2,38,18,10.8,1.4,1.74,1
204,19,Female,1,15,1,10,1,14,1,23,28,6,11,0,0,1,1,0,3.9,55,78357,No,12872,11,3,2.2,88,5,Yes,2,9,3,38,21,13.9,-0.3,0.79,1
205,31,Male,1,8,2,10,1,1,1,13,27,10,9,0,0,0,1,1,2.6,97,133091,No,3092,11,10,3.7,99,3,Yes,7,6,4,26,18,16.2,0.3,-0.92,0
206,18,Other,1,1,1,10,1,1,1,19,24,1,1,1,0,0,1,0,3.1,54,109088,Yes,21940,10,2,0.5,77,5,Yes,2,3,0,11,18,7.6,2.6,0.32,1
207,34,Male,1,1,2,12,1,1,1,13,28,10,10,1,0,0,1,0,2.4,95,121555,No,20105,18,13,1.5,81,4,No,10,2,1,7,18,12.7,3.7,-1.7,1
208,45,Female,1,1,4,15,1,1,1,3,14,2,5,1,0,0,1,1,3.8,87,67652,No,1214,13,2,3.1,72,5,No,25,1,5,17,18,16.2,0.3,-0.92,1
209,30,Other,1,1,1,6,1,1,1,13,1,9,8,1,0,0,1,0,2.2,78,119389,No,24489,16,5,2,76,0,No,9,10,4,8,19,13.9,-0.3,0.79,1
210,39,Female,1,12,1,11,1,12,1,3,14,3,4,0,0,0,1,1,2.3,95,40067,No,155,14,6,3.3,67,3,Yes,22,7,2,10,36,16.2,0.3,-0.92,0
211,29,Male,1,1,2,12,1,1,1,23,1,8,5,1,0,0,1,1,3.7,82,98716,No,9981,12,1,2.9,92,1,No,30,10,3,15,18,12.7,3.7,-1.7,1
212,19,Other,1,1,1,12,1,1,1,22,27,10,10,0,0,0,1,1,3.4,89,134146,No,22939,10,9,3.7,69,4,No,19,9,2,15,18,7.6,2.6,0.32,0
213,26,Other,1,14,1,8,1,1,1,1,3,10,3,1,0,0,1,1,3.3,60,84856,No,19833,9,4,1.3,66,0,No,10,7,3,18,20,13.9,-0.3,0.79,1
214,40,Other,1,12,1,17,0,1,1,22,27,10,10,0,0,0,1,1,3.1,77,96865,No,794,17,7,3.9,79,1,No,20,2,4,17,26,16.2,0.3,-0.92,1
215,27,Female,1,14,1,15,1,1,1,1,1,5,6,0,0,0,1,0,2.3,67,106865,No,8479,11,3,2.1,68,5,No,6,6,5,40,21,7.6,2.6,0.32,1
216,43,Female,1,12,1,13,1,15,1,1,1,5,6,0,0,0,1,0,3.2,60,117922,No,8113,13,10,0.7,69,0,Yes,22,6,0,26,25,15.5,2.8,-4.06,1
217,33,Female,1,9,1,9,1,1,1,13,3,6,6,1,0,0,1,1,2.6,94,79656,No,2409,15,9,3.3,67,0,No,14,1,5,26,19,12.4,0.5,1.79,1
218,38,Female,1,12,1,3,0,1,1,13,27,9,8,1,0,0,1,0,2.8,68,122262,No,9884,14,10,0.7,95,5,No,8,2,1,34,24,9.4,-0.8,-3.12,1
219,43,Other,1,12,1,3,0,1,1,1,14,6,5,0,0,0,1,1,3,66,37095,No,13710,10,8,2,64,4,Yes,9,4,0,20,27,8.9,1.4,3.51,1
220,21,Male,1,8,1,6,1,1,1,13,27,2,4,0,0,0,1,0,2.8,96,137038,No,13131,18,12,3.1,83,4,No,3,3,0,22,21,7.6,2.6,0.32,0
221,19,Male,1,1,1,9,1,1,1,23,28,8,8,0,0,0,1,1,3,90,21724,No,21197,14,12,0.7,66,2,Yes,30,2,0,7,18,9.4,-0.8,-3.12,1
222,34,Female,2,1,4,16,1,1,1,22,27,6,8,0,1,0,1,1,2.2,68,66680,No,22234,16,2,1.9,96,3,Yes,4,9,2,7,19,10.8,1.4,1.74,1
223,33,Male,1,1,3,11,1,1,1,1,1,4,4,1,0,0,1,0,2.6,78,134309,No,19626,18,18,2.2,81,5,No,8,1,0,35,18,9.4,-0.8,-3.12,0
224,24,Male,1,16,1,12,1,1,1,13,1,6,10,0,0,0,1,1,2.1,86,42088,No,7015,9,8,3.9,80,3,No,10,9,3,38,19,11.1,0.6,2.02,0
225,40,Other,1,9,1,12,1,1,1,1,28,5,6,1,0,0,1,1,2.7,92,98649,Yes,1540,15,8,1.5,61,4,Yes,8,7,3,12,19,16.2,0.3,-0.92,1
226,29,Other,2,4,1,17,0,17,1,25,5,4,4,0,0,0,1,0,3.4,91,109753,No,6820,15,2,1.4,88,2,No,9,9,5,25,33,11.1,0.6,2.02,1
227,39,Female,2,4,1,9,1,3,1,1,4,4,11,0,0,0,1,0,2.4,55,107805,No,20049,18,7,1.8,71,2,Yes,30,7,2,30,45,12.4,0.5,1.79,1
228,42,Male,1,1,1,10,1,1,1,1,1,10,10,0,0,0,1,1,4,52,64803,No,10201,9,0,3.2,68,1,No,0,1,3,27,20,11.1,0.6,2.02,1
229,37,Female,1,12,2,14,1,1,1,19,24,1,1,1,0,0,1,0,3.2,90,77404,No,16222,18,16,0.6,71,2,Yes,14,4,2,40,28,7.6,2.6,0.32,1
230,31,Other,1,14,1,12,1,1,1,1,1,6,9,1,0,0,1,1,2.1,50,36839,No,17188,18,3,3,84,1,No,19,8,0,18,19,12.7,3.7,-1.7,1
231,27,Male,1,1,2,11,1,1,1,1,27,5,6,1,0,0,1,0,2.8,81,34482,No,10730,9,2,1.4,67,2,Yes,9,8,5,33,18,12.7,3.7,-1.7,1
232,42,Female,1,12,1,11,1,3,1,13,14,5,7,0,0,0,1,0,3,93,143384,No,24590,9,2,4,61,0,No,15,9,3,40,38,15.5,2.8,-4.06,1
233,24,Female,1,1,2,14,1,1,1,1,3,5,4,0,0,0,1,0,3,77,78252,No,7596,13,2,3.3,61,1,Yes,17,4,1,23,19,9.4,-0.8,-3.12,1
234,37,Male,1,1,1,11,1,1,1,1,27,10,10,0,0,0,1,1,3.8,66,114044,No,1556,18,14,1.3,73,1,No,16,5,2,25,21,15.5,2.8,-4.06,1
235,21,Female,1,1,1,9,1,1,1,22,1,10,11,0,0,0,1,0,2.1,95,126313,No,18846,16,12,2.9,87,5,Yes,25,5,0,30,21,16.2,0.3,-0.92,1
236,42,Female,1,1,1,10,1,1,1,23,27,10,10,0,0,0,1,1,4,50,134927,No,2637,18,9,2,88,0,Yes,21,8,3,20,22,10.8,1.4,1.74,1
237,34,Other,1,1,1,16,1,1,1,13,14,6,8,0,0,0,1,1,2.2,54,39462,No,2782,15,14,2.2,85,1,No,16,10,1,5,18,9.4,-0.8,-3.12,1
238,24,Male,1,8,2,10,1,1,1,22,27,4,10,0,1,0,1,1,3.8,89,80109,No,1506,15,5,0.5,92,3,Yes,8,9,3,15,18,15.5,2.8,-4.06,1
239,22,Male,1,1,1,8,1,1,1,13,1,10,10,1,0,0,0,0,3.5,70,141999,No,8659,12,10,1.6,80,4,Yes,15,6,2,37,25,9.4,-0.8,-3.12,1
240,24,Other,1,12,1,6,1,12,1,13,14,10,8,0,0,1,0,0,3.7,57,86275,No,23536,11,4,1.3,62,0,Yes,14,10,1,5,24,16.2,0.3,-0.92,1
241,38,Male,1,1,3,12,1,1,1,3,1,5,5,1,0,0,1,0,2.8,58,136397,No,2333,11,5,3.1,87,3,No,26,6,4,22,19,12.4,0.5,1.79,1
242,34,Male,1,7,1,2,1,1,1,3,3,4,4,1,0,0,1,0,2.1,94,20029,No,4261,18,10,0.6,72,4,No,20,8,2,11,24,12.4,0.5,1.79,1
243,27,Male,1,1,2,9,1,1,1,22,14,6,6,1,0,0,1,1,3.6,54,83943,No,16199,13,5,1,94,4,No,0,2,5,37,20,12.4,0.5,1.79,1
244,45,Other,1,12,1,9,1,1,1,22,1,10,2,0,0,0,0,0,2.7,77,121844,No,1505,17,14,0.1,100,5,No,30,9,5,32,25,10.8,1.4,1.74,1
245,35,Male,1,1,1,9,1,1,1,23,14,10,11,0,0,0,1,1,3.3,86,77936,No,13287,17,13,3.9,100,3,Yes,5,10,5,13,20,8.9,1.4,3.51,0
246,42,Other,1,4,1,12,1,3,1,13,28,6,4,0,0,0,1,0,3.4,84,24846,Yes,3255,10,1,1.3,71,4,Yes,24,8,1,23,23,9.4,-0.8,-3.12,1
247,31,Male,1,8,3,12,1,1,1,13,27,8,7,1,0,0,1,1,2.4,54,34332,No,23956,17,6,1.5,79,1,Yes,10,4,0,34,19,10.8,1.4,1.74,1
248,40,Male,1,15,1,4,1,14,1,22,27,10,11,0,0,1,0,0,2.8,94,62093,No,6385,15,13,0.7,75,1,No,27,9,3,33,29,13.9,-0.3,0.79,1
249,44,Male,1,1,3,11,1,1,1,13,27,5,8,1,0,0,1,0,2.7,91,52077,No,17705,11,3,3.2,92,4,Yes,12,5,4,37,21,11.1,0.6,2.02,0
250,36,Female,1,1,1,14,1,1,1,13,1,10,9,1,0,0,1,1,2.7,98,98000,No,9687,15,5,2.8,98,3,Yes,25,1,1,37,18,11.1,0.6,2.02,1
251,22,Other,1,1,3,5,1,1,1,13,28,10,10,1,0,0,1,0,2.9,70,120747,No,10238,16,4,0.6,78,4,No,25,10,3,31,19,9.4,-0.8,-3.12,1
252,37,Female,1,1,3,15,1,1,1,23,27,8,8,1,0,0,1,1,3.9,99,64399,No,16327,9,9,1.8,91,1,No,28,1,1,15,18,8.9,1.4,3.51,0
253,40,Male,1,1,1,6,1,1,1,7,14,12,7,0,0,0,1,0,2,84,112702,No,18115,9,3,2.8,69,1,Yes,1,9,2,27,19,7.6,2.6,0.32,1
254,18,Male,1,1,1,15,1,1,1,22,27,10,9,1,0,0,1,0,3.7,87,43854,No,22174,17,17,0.2,69,3,Yes,7,5,2,12,18,9.4,-0.8,-3.12,1
255,33,Other,1,8,1,9,1,1,1,1,1,5,5,0,0,0,1,0,2,95,138614,No,13383,18,0,1.5,65,5,No,0,9,4,36,18,8.9,1.4,3.51,1
256,32,Female,2,12,1,13,1,12,1,23,27,8,8,1,0,1,0,1,2.6,68,55001,No,7608,12,6,2.6,74,5,No,30,8,5,26,37,8.9,1.4,3.51,1
257,44,Female,1,8,1,17,0,15,1,22,27,7,7,0,0,0,1,0,2.9,94,57410,No,5415,11,6,3.8,97,2,Yes,13,10,5,22,29,16.2,0.3,-0.92,0
258,23,Female,1,8,3,5,1,1,1,22,27,10,10,0,0,0,1,0,3.2,93,45982,No,11470,13,2,4,76,1,Yes,21,4,4,25,18,7.6,2.6,0.32,0
259,24,Male,1,1,1,10,1,1,1,1,1,10,9,1,0,0,1,1,3.8,86,107427,No,630,13,10,3.2,98,2,Yes,2,3,2,9,19,12.4,0.5,1.79,0
260,30,Male,1,14,1,10,1,1,1,1,1,4,2,1,0,1,0,0,3.4,89,45578,No,17840,12,6,2.1,60,5,Yes,12,2,1,13,22,16.2,0.3,-0.92,1
261,30,Other,1,1,1,11,1,1,1,22,28,10,8,0,0,0,1,1,3.8,53,149854,No,17602,16,10,0.3,92,5,No,6,10,1,17,20,15.5,2.8,-4.06,1
262,34,Female,1,12,1,3,0,1,1,22,27,13,13,0,0,0,1,0,3.6,84,89920,No,18737,12,9,1.3,83,5,Yes,28,10,4,10,34,12.7,3.7,-1.7,1
263,39,Female,1,14,1,7,1,1,1,22,28,10,10,0,0,1,0,0,3.5,83,147805,No,9136,15,14,2.3,71,5,No,25,5,0,20,30,7.6,2.6,0.32,1
264,19,Female,1,1,1,10,1,1,1,1,1,5,5,0,0,0,1,0,2.4,89,145853,No,21210,10,10,1.9,87,2,Yes,13,6,5,9,18,10.8,1.4,1.74,0
265,29,Other,1,1,1,10,1,1,1,23,14,10,6,0,0,0,1,0,2.6,79,134475,No,8171,15,1,2.8,84,3,Yes,15,5,1,8,18,12.4,0.5,1.79,1
266,42,Female,1,1,2,15,1,1,1,3,1,2,4,1,0,0,1,0,2.2,66,106096,No,14095,11,3,2.1,95,2,No,2,6,5,29,18,9.4,-0.8,-3.12,1
267,39,Female,1,8,4,12,1,1,1,4,1,3,4,1,0,0,1,0,2.1,85,108363,No,16715,9,4,1.8,83,4,Yes,5,2,4,16,18,12.7,3.7,-1.7,1
268,21,Other,1,1,2,15,1,1,1,23,28,10,10,1,0,0,1,1,3.8,89,46455,No,1323,17,3,0.4,89,5,No,26,4,2,38,19,12.7,3.7,-1.7,1
269,39,Male,1,1,1,5,1,1,1,22,27,10,10,1,0,0,1,1,2.3,52,74718,No,14756,9,0,1.4,92,0,Yes,4,3,4,38,19,10.8,1.4,1.74,1
270,24,Male,1,1,5,12,1,1,1,1,1,10,10,0,0,0,1,1,2.3,68,52565,No,11520,13,11,1.1,78,2,No,13,7,5,35,18,12.7,3.7,-1.7,1
271,38,Other,1,15,1,4,1,14,1,22,28,5,9,0,0,0,1,1,2.5,74,28208,No,9057,10,3,0,71,5,Yes,29,8,0,6,21,13.9,-0.3,0.79,1
272,28,Other,1,1,2,9,1,1,1,1,14,10,10,1,0,0,0,0,3.6,67,107648,Yes,172,9,7,0.8,78,0,Yes,9,2,5,33,20,7.6,2.6,0.32,1
273,37,Male,1,8,1,9,1,1,1,10,14,5,9,1,0,0,1,0,3.2,51,120519,No,3841,10,9,0.3,68,5,No,15,8,3,33,20,13.9,-0.3,0.79,1
274,34,Male,1,1,1,12,1,1,1,5,1,3,6,0,0,0,1,0,3.4,64,38581,No,2694,10,4,4,89,0,No,15,7,1,20,19,11.1,0.6,2.02,0
275,43,Other,1,1,1,10,1,1,1,1,28,5,6,0,0,0,1,0,2.7,83,121221,No,23567,17,11,2.2,73,2,No,2,3,2,23,20,16.2,0.3,-0.92,1
276,35,Female,1,8,3,12,1,1,1,10,1,5,11,1,0,0,1,0,2.6,62,100184,No,4155,15,2,0.5,92,5,No,18,8,0,11,18,13.9,-0.3,0.79,1
277,29,Other,1,13,1,16,1,1,1,22,28,4,4,0,0,0,1,0,2.1,68,57447,No,15854,12,0,0.7,100,4,No,26,5,1,12,20,12.7,3.7,-1.7,1
278,39,Other,2,4,1,8,1,3,1,5,4,3,1,0,0,1,0,0,3.7,58,66287,No,9487,13,11,1.2,84,3,Yes,4,9,3,35,29,7.6,2.6,0.32,0
279,24,Male,1,1,1,12,1,1,1,13,14,6,7,0,0,0,1,1,2.1,71,32169,No,2223,10,5,0.4,73,1,No,21,9,0,15,18,12.4,0.5,1.79,1
280,21,Other,1,1,1,12,1,1,1,13,14,6,6,1,0,0,1,1,2.4,82,121071,No,16348,16,1,0.6,97,2,Yes,25,8,2,7,20,15.5,2.8,-4.06,1
281,19,Other,1,7,2,9,1,1,1,23,27,10,10,1,0,0,1,1,2,84,115997,No,3096,18,0,1.3,99,4,No,11,5,0,6,22,16.2,0.3,-0.92,1
282,22,Female,4,1,1,3,0,1,1,24,14,5,11,1,0,0,1,1,3.5,88,81914,Yes,24268,9,9,1.7,65,2,Yes,0,6,4,34,47,16.2,0.3,-0.92,1
283,35,Male,2,16,1,17,0,1,1,22,27,9,5,0,0,0,1,0,2.8,73,109695,No,9734,16,4,0.7,96,3,No,30,5,5,23,31,8.9,1.4,3.51,1
284,19,Male,1,1,1,5,1,1,1,13,27,8,6,0,0,0,1,1,2.5,82,124021,No,16930,15,14,0.6,79,3,No,28,7,2,39,21,16.2,0.3,-0.92,1
285,41,Other,1,1,1,3,0,1,1,23,28,1,1,0,0,0,1,0,3.6,83,22746,No,16387,12,7,0.9,78,5,No,18,3,1,38,21,7.6,2.6,0.32,1
286,25,Male,2,12,1,15,1,9,1,1,1,5,5,0,0,0,1,0,2.5,84,20447,No,20789,12,5,1.5,99,0,Yes,13,5,1,8,24,7.6,2.6,0.32,1
287,21,Other,1,8,1,5,1,1,1,4,27,3,10,0,0,0,1,0,3.5,74,42612,No,9389,9,3,1.9,91,3,No,19,3,2,19,18,15.5,2.8,-4.06,1
288,39,Female,1,12,1,3,0,11,1,19,1,12,3,0,0,0,1,0,3.3,83,145649,No,15441,17,15,0.2,84,4,Yes,17,6,5,31,32,7.6,2.6,0.32,0
289,43,Other,1,9,2,3,0,1,1,3,1,4,5,1,0,0,1,1,2.7,65,23785,No,12459,15,1,3.2,93,0,No,30,7,2,30,19,10.8,1.4,1.74,1
290,43,Female,1,12,1,12,1,1,1,3,3,2,2,1,0,0,1,0,2.5,79,66791,No,13835,17,12,1.4,65,4,Yes,29,9,0,6,24,9.4,-0.8,-3.12,1
291,37,Male,1,8,4,6,1,1,1,13,14,5,11,1,0,0,1,0,3.5,72,135933,Yes,18497,13,8,2,78,4,Yes,23,8,3,18,19,15.5,2.8,-4.06,1
292,43,Female,1,15,1,4,1,14,1,13,27,7,7,0,0,1,1,1,2.1,64,73181,No,13313,9,8,2.9,66,5,Yes,15,9,1,35,19,13.9,-0.3,0.79,1
293,25,Other,1,15,1,4,1,14,1,22,27,10,5,0,0,0,1,0,3,56,94097,No,14024,11,2,0.4,93,0,No,12,4,4,18,24,12.4,0.5,1.79,1
294,26,Female,1,8,4,10,1,1,1,13,14,29,29,1,0,0,1,1,2.8,51,98709,No,3472,11,11,0.3,63,5,No,7,10,2,19,18,8.9,1.4,3.51,0
295,37,Female,1,1,1,5,1,1,1,23,27,4,7,1,0,0,1,1,3.9,94,80748,No,6132,9,8,2.1,67,5,Yes,0,7,2,19,19,8.9,1.4,3.51,0
